,event name,organiser,speciality,keyword,similarity,date present,description present,start year,start month,start date,end year,end month,end date,time present,start time,end time,description,add info,fee type,fees,saot fees,non saot fees,mode,venue,contact person,contact email
10,Return-to-work Coordinators Workshop: Facilitating Return to Work for Injured Workers,Tan Tock Seng Hospital,public health,return to work,0.34688956523030784,True,True,2023,5,11.0,2023,5,12.0,False,,,"<p>This course aims to equip participants with the core competencies of RTW coordinators to assess and facilitate the early RTW of ill or injured workers and collaborate with various stakeholders to develop an appropriate RTW plan.  
In this 6th run of the course, TTSH has partnered with the Singapore Institute of Technology (SIT) to organise this workshop and extending it to non-healthcare professionals involved in facilitating RTW of ill/injured workers at their workplace.   
</p>
<p><a class=""redbutton-fill"" href=""https://sitlearn.singaporetech.edu.sg/individualcourse/?title=Return-to-Work-Coordinator-(RTWC)-Programme-(Classroom-&amp;-Asynchronous-e-Learning)=&amp;id=0f1523b0-10b7-ed11-b596-000d3a85d446&amp;FD=true"">Sign up here</a></p>","<p>In Singapore, there has been an increasing awareness of the importance of the roles of Return to Work (RTW) coordinators since the national RTW programme was launched in November 2017. </p><p>This 2-day course has trained more than 70 healthcare professionals across various sectors with the core competencies of RTWCs since its first run in 2016 by the TTSH Occupational Therapy Department.   Healthcare professionals and non-healthcare professionals, such as human resource personnel, health and safety officers, and workplace supervisors, who are taking up the RTW coordinator role or are keen to support people to RTW will benefit from this course. </p>
<p>At the end of the workshop, participants will be able to:</p>
<ol>
<li>Use a systematic approach to identify barriers and facilitators to RTW</li>
<li>Discuss the roles of different stakeholders in the RTW process</li>
<li>Apply effective communication skills to collaborate with various
stakeholders</li>
<li>Develop an appropriate RTW plan to support early RTW</li>
</ol>
<p>Trainers</p>
<ul>
<li>Joanna Giam, Principal Occupational Therapist</li>
<li>Heidi Tan, Senior Principal Occupational Therapist</li>
</ul>",Free,0.0,,,Face-to-Face,Singapore Institute of Technology,Tan Suee Ann,ahinet@ttsh.com.sg
11,Return-to-work Coordinators Workshop: Facilitating Return to Work for Injured Workers,Tan Tock Seng Hospital,orthopaedic surgery,injured,0.23655760029628278,True,True,2023,5,11.0,2023,5,12.0,False,,,"<p>This course aims to equip participants with the core competencies of RTW coordinators to assess and facilitate the early RTW of ill or injured workers and collaborate with various stakeholders to develop an appropriate RTW plan.  
In this 6th run of the course, TTSH has partnered with the Singapore Institute of Technology (SIT) to organise this workshop and extending it to non-healthcare professionals involved in facilitating RTW of ill/injured workers at their workplace.   
</p>
<p><a class=""redbutton-fill"" href=""https://sitlearn.singaporetech.edu.sg/individualcourse/?title=Return-to-Work-Coordinator-(RTWC)-Programme-(Classroom-&amp;-Asynchronous-e-Learning)=&amp;id=0f1523b0-10b7-ed11-b596-000d3a85d446&amp;FD=true"">Sign up here</a></p>","<p>In Singapore, there has been an increasing awareness of the importance of the roles of Return to Work (RTW) coordinators since the national RTW programme was launched in November 2017. </p><p>This 2-day course has trained more than 70 healthcare professionals across various sectors with the core competencies of RTWCs since its first run in 2016 by the TTSH Occupational Therapy Department.   Healthcare professionals and non-healthcare professionals, such as human resource personnel, health and safety officers, and workplace supervisors, who are taking up the RTW coordinator role or are keen to support people to RTW will benefit from this course. </p>
<p>At the end of the workshop, participants will be able to:</p>
<ol>
<li>Use a systematic approach to identify barriers and facilitators to RTW</li>
<li>Discuss the roles of different stakeholders in the RTW process</li>
<li>Apply effective communication skills to collaborate with various
stakeholders</li>
<li>Develop an appropriate RTW plan to support early RTW</li>
</ol>
<p>Trainers</p>
<ul>
<li>Joanna Giam, Principal Occupational Therapist</li>
<li>Heidi Tan, Senior Principal Occupational Therapist</li>
</ul>",Free,0.0,,,Face-to-Face,Singapore Institute of Technology,Tan Suee Ann,ahinet@ttsh.com.sg
12,"Living Well, Leaving Well - Lasting Power of Attorney",Tan Tock Seng Hospital,public health,living,0.35109943708189484,True,True,2023,5,2.0,2023,5,2.0,True,9:00am (English Talk); 11:00am (Mandarin Talk),10:30am (English Talk); 12:30pm (Mandarin Talk),"<p>This is our last edition of Journeying with Cancer. Hear from our Medical Social Worker and our invited lawyer share what Living Well and Leaving Well entails, along with information on Lasting Power of Attorney, Deputyship, and Will Making. </p>
<p><a class=""redbutton-fill"" href=""https://form.gov.sg/63b3fe9fe0daed0012675913"">Register now</a></p>",<p>Journeying with Cancer is a four-part public online webinar series by our multidisciplinary team that covers a wide range of topics about the impact of cancer and how to cope with one's cancer journey.</p>,Free,0.0,,,Virtual,,Care & Counselling,msw@ttsh.com.sg
13,Prevention and Multidisciplinary Management of Falls in Older Adults,Tan Tock Seng Hospital,medical oncology,multidisciplinary management,0.6596240608931792,True,True,2023,5,23.0,2023,5,24.0,True,8:00am,5:00pm,"<p>In Singapore, 1 in 3 community dwelling elderly aged more than 65 years old will have at least 1 fall in a year.  Falls account for 40% of injury-related deaths. Unaddressed risk factors of falls may result in a person experiencing recurrent falls and poor quality of life. Hence, Physiotherapists play a pivotal role in prevention and mangement of falls to reduce fall risks. This workshop aims to equip Physiotherapists across the care continuum with the knowledge to identify fall risk factors and provide up to date evidence and recommendations in the prevention and management of falls in Older Adults. Group discussions and interactive case studies will be used to apply learnt knowledge and skills in order to promote active learning amonst participants.</p><p>This workshop aims to equip participants with the necessary knowledge and skills in prevention and management of falls, based on up-to-date evidence and recommendations. Insights on multidisciplinary approach in falls prevention and management will also be shared by various healthcare professionals. </p>
<p>At the end of the course, participants should be able to:</p>
<ol>
<li>Understand falls and its impact on older adults</li>
<li>Identify the fall risks factors of falls on older adults</li>
<li>Identify and conduct appropriate assessments or outcome measures to screen for falls</li>
<li>Understand the role of multidisciplinary approach to prevention and management of falls in older adulte<p></p>
<li>Provide up to date and evidence based knowledge and skills for fall preventiom and management of falls in older adults</li>
</li></ol>","<p><strong>Target Audience: </strong></p>
<p>Registered Physiotherapists from primary, tertiary and community settings working with older adults</p>",Paid,700.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
14,Prevention and Multidisciplinary Management of Falls in Older Adults,Tan Tock Seng Hospital,rehabilitation medicine,prevention,0.421064369036475,True,True,2023,5,23.0,2023,5,24.0,True,8:00am,5:00pm,"<p>In Singapore, 1 in 3 community dwelling elderly aged more than 65 years old will have at least 1 fall in a year.  Falls account for 40% of injury-related deaths. Unaddressed risk factors of falls may result in a person experiencing recurrent falls and poor quality of life. Hence, Physiotherapists play a pivotal role in prevention and mangement of falls to reduce fall risks. This workshop aims to equip Physiotherapists across the care continuum with the knowledge to identify fall risk factors and provide up to date evidence and recommendations in the prevention and management of falls in Older Adults. Group discussions and interactive case studies will be used to apply learnt knowledge and skills in order to promote active learning amonst participants.</p><p>This workshop aims to equip participants with the necessary knowledge and skills in prevention and management of falls, based on up-to-date evidence and recommendations. Insights on multidisciplinary approach in falls prevention and management will also be shared by various healthcare professionals. </p>
<p>At the end of the course, participants should be able to:</p>
<ol>
<li>Understand falls and its impact on older adults</li>
<li>Identify the fall risks factors of falls on older adults</li>
<li>Identify and conduct appropriate assessments or outcome measures to screen for falls</li>
<li>Understand the role of multidisciplinary approach to prevention and management of falls in older adulte<p></p>
<li>Provide up to date and evidence based knowledge and skills for fall preventiom and management of falls in older adults</li>
</li></ol>","<p><strong>Target Audience: </strong></p>
<p>Registered Physiotherapists from primary, tertiary and community settings working with older adults</p>",Paid,700.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
15,Prevention and Multidisciplinary Management of Falls in Older Adults,Tan Tock Seng Hospital,general surgery,older adults,0.2799515579406785,True,True,2023,5,23.0,2023,5,24.0,True,8:00am,5:00pm,"<p>In Singapore, 1 in 3 community dwelling elderly aged more than 65 years old will have at least 1 fall in a year.  Falls account for 40% of injury-related deaths. Unaddressed risk factors of falls may result in a person experiencing recurrent falls and poor quality of life. Hence, Physiotherapists play a pivotal role in prevention and mangement of falls to reduce fall risks. This workshop aims to equip Physiotherapists across the care continuum with the knowledge to identify fall risk factors and provide up to date evidence and recommendations in the prevention and management of falls in Older Adults. Group discussions and interactive case studies will be used to apply learnt knowledge and skills in order to promote active learning amonst participants.</p><p>This workshop aims to equip participants with the necessary knowledge and skills in prevention and management of falls, based on up-to-date evidence and recommendations. Insights on multidisciplinary approach in falls prevention and management will also be shared by various healthcare professionals. </p>
<p>At the end of the course, participants should be able to:</p>
<ol>
<li>Understand falls and its impact on older adults</li>
<li>Identify the fall risks factors of falls on older adults</li>
<li>Identify and conduct appropriate assessments or outcome measures to screen for falls</li>
<li>Understand the role of multidisciplinary approach to prevention and management of falls in older adulte<p></p>
<li>Provide up to date and evidence based knowledge and skills for fall preventiom and management of falls in older adults</li>
</li></ol>","<p><strong>Target Audience: </strong></p>
<p>Registered Physiotherapists from primary, tertiary and community settings working with older adults</p>",Paid,700.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
16,Prevention and Multidisciplinary Management of Falls in Older Adults,Tan Tock Seng Hospital,public health,falls,0.22891643491682526,True,True,2023,5,23.0,2023,5,24.0,True,8:00am,5:00pm,"<p>In Singapore, 1 in 3 community dwelling elderly aged more than 65 years old will have at least 1 fall in a year.  Falls account for 40% of injury-related deaths. Unaddressed risk factors of falls may result in a person experiencing recurrent falls and poor quality of life. Hence, Physiotherapists play a pivotal role in prevention and mangement of falls to reduce fall risks. This workshop aims to equip Physiotherapists across the care continuum with the knowledge to identify fall risk factors and provide up to date evidence and recommendations in the prevention and management of falls in Older Adults. Group discussions and interactive case studies will be used to apply learnt knowledge and skills in order to promote active learning amonst participants.</p><p>This workshop aims to equip participants with the necessary knowledge and skills in prevention and management of falls, based on up-to-date evidence and recommendations. Insights on multidisciplinary approach in falls prevention and management will also be shared by various healthcare professionals. </p>
<p>At the end of the course, participants should be able to:</p>
<ol>
<li>Understand falls and its impact on older adults</li>
<li>Identify the fall risks factors of falls on older adults</li>
<li>Identify and conduct appropriate assessments or outcome measures to screen for falls</li>
<li>Understand the role of multidisciplinary approach to prevention and management of falls in older adulte<p></p>
<li>Provide up to date and evidence based knowledge and skills for fall preventiom and management of falls in older adults</li>
</li></ol>","<p><strong>Target Audience: </strong></p>
<p>Registered Physiotherapists from primary, tertiary and community settings working with older adults</p>",Paid,700.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
17,Essential of Neurological Physiotherapy Assessments in Stroke Patients,Tan Tock Seng Hospital,rehabilitation medicine,neurological physiotherapy,0.6155767563932331,True,True,2023,6,24.0,2023,6,24.0,False,,,"<p>This course aims to equip junior physiotherapists with knowledge of the essential neurological assessments and functional analysis required for stroke patients. An accurate physiotherapy assessment facilitates the formulation of a sound treatment plan and clinical decision making such as goal setting and discharge planning. Case study discussions and practical sessions will be included in this course to help participants apply the knowledge learned.<br/><p><p>At the end of the course, participants should be able to:</p><ol>
<li>Perform an accurate neurological assessment and functional analysis of bed mobility, sit to stand, gait and standing balance</li>
<li>Select appropriate outcome measures to prognosticate functional recovery and evaluate treatment effectiveness.</li>
</ol></p></p>","<div>Targeted Audience: </div><div><br/></div><div>Registered physiotherapists from primary, tertiary and community settings managing clients with stroke.</div>",Paid,600.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
18,Essential of Neurological Physiotherapy Assessments in Stroke Patients,Tan Tock Seng Hospital,paediatric surgery,patients,0.42037010462286356,True,True,2023,6,24.0,2023,6,24.0,False,,,"<p>This course aims to equip junior physiotherapists with knowledge of the essential neurological assessments and functional analysis required for stroke patients. An accurate physiotherapy assessment facilitates the formulation of a sound treatment plan and clinical decision making such as goal setting and discharge planning. Case study discussions and practical sessions will be included in this course to help participants apply the knowledge learned.<br/><p><p>At the end of the course, participants should be able to:</p><ol>
<li>Perform an accurate neurological assessment and functional analysis of bed mobility, sit to stand, gait and standing balance</li>
<li>Select appropriate outcome measures to prognosticate functional recovery and evaluate treatment effectiveness.</li>
</ol></p></p>","<div>Targeted Audience: </div><div><br/></div><div>Registered physiotherapists from primary, tertiary and community settings managing clients with stroke.</div>",Paid,600.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
19,Essential of Neurological Physiotherapy Assessments in Stroke Patients,Tan Tock Seng Hospital,cardiothoracic surgery,stroke,0.35891556271422126,True,True,2023,6,24.0,2023,6,24.0,False,,,"<p>This course aims to equip junior physiotherapists with knowledge of the essential neurological assessments and functional analysis required for stroke patients. An accurate physiotherapy assessment facilitates the formulation of a sound treatment plan and clinical decision making such as goal setting and discharge planning. Case study discussions and practical sessions will be included in this course to help participants apply the knowledge learned.<br/><p><p>At the end of the course, participants should be able to:</p><ol>
<li>Perform an accurate neurological assessment and functional analysis of bed mobility, sit to stand, gait and standing balance</li>
<li>Select appropriate outcome measures to prognosticate functional recovery and evaluate treatment effectiveness.</li>
</ol></p></p>","<div>Targeted Audience: </div><div><br/></div><div>Registered physiotherapists from primary, tertiary and community settings managing clients with stroke.</div>",Paid,600.0,,,Face-to-Face,Tan Tock Seng Hospital,Sandy Tan,ahinet@ttsh.com.sg
